Time [s],Packet ID,MOSI,MISO
1.541634960000000,0,0x06,
1.541656880000000,0,0xAA,
1.541679040000000,0,0xCC,
1.541701120000000,0,0x55,
1.541723280000000,0,0x33,
1.541747200000000,1,0x01,
1.541768560000000,1,0x62,
1.541792240000000,2,0x02,
1.541813600000000,2,0x00,
1.541836880000000,3,0x03,
1.541858400000000,3,0x3F,
1.541882480000000,4,0x04,
1.541904000000000,4,0xC0,
1.541927200000000,5,0x07,
1.541948880000000,5,0x00,
1.541972080000000,6,0x08,
1.541993440000000,6,0x00,
1.542016640000000,7,0x09,
1.542038160000000,7,0x04,
1.542061440000000,8,0x0A,
1.542082960000000,8,0x00,
1.542106160000000,9,0x0B,
1.542127760000000,9,0x01,
1.542151120000000,10,0x0C,
1.542172640000000,10,0x00,
1.542195840000000,11,0x0D,
1.542217440000000,11,0x05,
1.542240960000000,12,0x0E,
1.542262560000000,12,0x00,
1.542285760000000,13,0x0F,
1.542307680000000,13,0x96,
1.542331280000000,14,0x10,
1.542352800000000,14,0x9E,
1.542376560000000,15,0x11,
1.542398000000000,15,0x4B,
1.542421760000000,16,0x12,
1.542443280000000,16,0x00,
1.542466480000000,17,0x13,
1.542488080000000,17,0x00,
1.542511280000000,18,0x14,
1.542532800000000,18,0x16,
1.542556400000000,19,0x15,
1.542578000000000,19,0x2B,
1.542601760000000,20,0x16,
1.542623360000000,20,0x12,
1.542646880000000,21,0x17,
1.542668640000000,21,0x00,
1.542691840000000,22,0x18,
1.542713280000000,22,0x62,
1.542736960000000,23,0x19,
1.542758720000000,23,0x80,
1.542781920000000,24,0x1A,
1.542803680000000,24,0x80,
1.542826880000000,25,0x1B,
1.542848640000000,25,0x00,
1.542871840000000,26,0x1C,
1.542893440000000,26,0x0A,
1.542916960000000,27,0x1D,
1.542938720000000,27,0x32,
1.542962320000000,28,0x1E,
1.542984160000000,28,0xC3,
1.543007840000000,29,0x1F,
1.543029680000000,29,0x0F,
1.543053440000000,30,0x20,
1.543074800000000,30,0x17,
1.543098560000000,31,0x21,
1.543120080000000,31,0x00,
1.543143280000000,32,0x22,
1.543164720000000,32,0x00,
1.543187840000000,33,0x24,
1.543209360000000,33,0x00,
1.543232640000000,34,0x25,
1.543254240000000,34,0x00,
1.543277600000000,35,0x26,
1.543299200000000,35,0x3B,
1.543323200000000,36,0x27,
1.543344960000000,36,0x00,
1.543368240000000,37,0x28,
1.543389680000000,37,0x1F,
1.543413680000000,38,0x29,
1.543435280000000,38,0x47,
1.543459120000000,39,0x2A,
1.543480880000000,39,0x80,
1.543504160000000,40,0x2B,
1.543525920000000,40,0x03,
1.543549520000000,41,0x2C,
1.543571120000000,41,0x01,
1.543594560000000,42,0x2D,
1.543616320000000,42,0x45,
1.543640000000000,43,0x2E,
1.543661760000000,43,0x18,
1.543685280000000,44,0x2F,
1.543707200000000,44,0x00,
1.543730480000000,45,0x30,
1.543752000000000,45,0x01,
1.543775440000000,46,0x31,
1.543797040000000,46,0x0F,
1.562491120000000,47,0xA0,
1.562513840000000,48,0x02,
1.562535200000000,48,0x01,
1.562558000000000,49,0x42,
1.562578160000000,49,0x01,
1.562602560000000,50,0x42,
1.562622720000000,50,0x01,
1.562647120000000,51,0x42,
1.562667280000000,51,0x01,
1.562691680000000,52,0x42,
1.562711840000000,52,0x00,
1.562736240000000,53,0x62,
1.562756480000000,53,0x06,
1.562780960000000,54,0x22,
1.562802480000000,54,0x13,
1.562825600000000,55,0x23,
1.562847200000000,55,0x3B,
1.562870640000000,56,0x0F,
1.562892400000000,56,0x00,
1.562915120000000,57,0x02,
1.562936480000000,57,0x02,
1.562959360000000,58,0x42,
1.562979440000000,58,0x02,
1.563003840000000,59,0x42,
1.563023920000000,59,0x00,
1.563048400000000,60,0x62,
1.563068640000000,60,0x03,
1.563092880000000,61,0x0F,
1.563114640000000,61,0x78,
1.563137840000000,62,0x02,
1.563159200000000,62,0x02,
1.563182000000000,63,0x42,
1.563202080000000,63,0x02,
1.563226480000000,64,0x42,
1.563246560000000,64,0x00,
1.563271040000000,65,0x62,
1.563291280000000,65,0x03,
1.563316400000000,66,0x25,
1.563338000000000,66,0x0B,
1.563361360000000,67,0xA0,
1.563384560000000,68,0x0F,
1.563406480000000,68,0x96,
1.563432080000000,69,0x40,
1.563452080000000,69,0x18,
1.563476960000000,70,0xF0,
1.563499360000000,71,0x45,
1.563519840000000,71,0x00,
1.563542000000000,71,0x00,
1.563564160000000,71,0x00,
1.563586320000000,71,0x00,
1.563608480000000,71,0x00,
1.563630640000000,71,0x00,
1.563652800000000,71,0x00,
1.563674960000000,71,0x00,
1.563697120000000,71,0x00,
1.563719280000000,71,0x00,
1.563741520000000,71,0x00,
1.563763680000000,71,0x00,
1.563785840000000,71,0x00,
1.563808000000000,71,0x00,
1.563830160000000,71,0x00,
1.563852320000000,71,0x00,
1.563874480000000,71,0x00,
1.563896640000000,71,0x00,
1.563918800000000,71,0x00,
1.563940960000000,71,0x00,
1.563963120000000,71,0x00,
1.563985360000000,71,0x00,
1.564007520000000,71,0x00,
1.564029680000000,71,0x00,
1.564051840000000,71,0x00,
1.564074000000000,71,0x00,
1.564096160000000,71,0x00,
1.564118320000000,71,0x00,
1.564140480000000,71,0x00,
1.564162640000000,71,0x00,
1.564184800000000,71,0x00,
1.564206960000000,71,0x00,
1.564229120000000,71,0x00,
1.564251280000000,71,0x00,
1.564273440000000,71,0x00,
1.564295680000000,71,0x00,
